Person Id,Username,First Name,Last Name,Business Email Information Email Address,Gender,Employee Grade,Company Code,Company Name,Zone,Region Code,Region Name,Sub Region Code,Sub Region Name,City Code,City Name,Country/Region,Legal Entity Country,Function Code,Function Name,Position,Position Entry Date,Position Title,Position Code,Parent Position,Employee Level,HRBP Name,HRBP Email
1441,mrao2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN12,QUALITY,POS1441,2014-05-05,DEPUTY GENERAL MANAGER - QUALITY,P1441,P1004,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1442,dagarwal,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSISTANT MANAGER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN17,CHAIRPERSONS OFFICE,POS1442,2018-06-18,ASSISTANT MANAGER - CHAIRPERSONS OFFICE,P1442,P1000,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1443,mmalhotra,Amit,Pandey,amit.pandey@xyzindustries.in,Female,MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN09,LIAISON,POS1443,2017-05-31,MANAGER - LIAISON,P1443,P1007,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1444,rmishra2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR OFFICER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN10,BUSINESS DEVELOPMENT,POS1444,2022-11-05,SENIOR OFFICER - BUSINESS DEVELOPMENT,P1444,P1008,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1445,asinha7,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSISTANT MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN17,CHAIRPERSONS OFFICE,POS1445,2021-05-01,ASSISTANT MANAGER - CHAIRPERSONS OFFICE,P1445,P1002,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1446,smalhotra4,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR EXECUTIVE,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN07,DESIGN STRATEGY,POS1446,2017-06-05,SENIOR EXECUTIVE - DESIGN STRATEGY,P1446,P1005,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1447,ssaxena4,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSISTANT MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN01,GENERAL MANAGEMENT,POS1447,2017-10-05,ASSISTANT MANAGER - GENERAL MANAGEMENT,P1447,P1007,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1448,sshah3,Amit,Pandey,amit.pandey@xyzindustries.in,Male,ASSISTANT MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN11,IT,POS1448,2012-07-17,ASSISTANT MANAGER - IT,P1448,P1006,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1449,spandey3,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN12,QUALITY,POS1449,2020-12-01,DEPUTY GENERAL MANAGER - QUALITY,P1449,P1000,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1450,rshah4,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR GENERAL MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR05,Kolkata Cluster,KOL,Kolkata,India,India,FN04,HUMAN RESOURCES,POS1450,2022-01-25,SENIOR GENERAL MANAGER - HUMAN RESOURCES,P1450,P1008,L3-LEVEL 3 (GM & AVP),Raj Malhotra,raj.malhotra@xyzindustries.in
1451,kkhan2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,OFFICER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN14,COMPLIANCE,POS1451,2014-08-12,OFFICER - COMPLIANCE,P1451,P1008,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1452,sbhat5,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSISTANT MANAGER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN11,IT,POS1452,2011-12-18,ASSISTANT MANAGER - IT,P1452,P1001,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1453,rsinha,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN08,LEGAL & SECRETARIAL,POS1453,2019-02-22,DEPUTY GENERAL MANAGER - LEGAL & SECRETARIAL,P1453,P1006,L2-LEVEL 2 (MGR TO DGM),Sunil Desai,sunil.desai@xyzindustries.in
1454,syadav3,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSISTANT MANAGER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN04,HUMAN RESOURCES,POS1454,2023-11-14,ASSISTANT MANAGER - HUMAN RESOURCES,P1454,P1001,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1455,arao3,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR04,Chennai Cluster,CHE,Chennai,India,India,FN04,HUMAN RESOURCES,POS1455,2016-10-04,DEPUTY GENERAL MANAGER - HUMAN RESOURCES,P1455,P1009,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1456,ssaxena5,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER DESIGNATE,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN01,GENERAL MANAGEMENT,POS1456,2013-07-04,MANAGER DESIGNATE - GENERAL MANAGEMENT,P1456,P1008,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1457,vpandey,Amit,Pandey,amit.pandey@xyzindustries.in,Male,ASSISTANT MANAGER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN05,MARKETING & SALES,POS1457,2018-05-15,ASSISTANT MANAGER - MARKETING & SALES,P1457,P1000,L2-LEVEL 2 (MGR TO DGM),Sunil Desai,sunil.desai@xyzindustries.in
1458,spatel8,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR GENERAL MANAGER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR04,Chennai Cluster,CHE,Chennai,India,India,FN03,CUSTOMER CENTRICITY,POS1458,2014-09-17,SENIOR GENERAL MANAGER - CUSTOMER CENTRICITY,P1458,P1005,L3-LEVEL 3 (GM & AVP),Sunil Desai,sunil.desai@xyzindustries.in
1459,kpillai2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN08,LEGAL & SECRETARIAL,POS1459,2014-05-11,MANAGER - LEGAL & SECRETARIAL,P1459,P1001,L2-LEVEL 2 (MGR TO DGM),Sunil Desai,sunil.desai@xyzindustries.in
1460,ssinha2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,OFFICER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN18,DIRECTORS OFFICE SUPPORT,POS1460,2022-04-30,OFFICER - DIRECTORS OFFICE SUPPORT,P1460,P1001,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1461,gkhan,Amit,Pandey,amit.pandey@xyzindustries.in,Female,GENERAL MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN16,AUDIT & ASSURANCE,POS1461,2018-01-04,GENERAL MANAGER - AUDIT & ASSURANCE,P1461,P1002,L3-LEVEL 3 (GM & AVP),Sunil Desai,sunil.desai@xyzindustries.in
1462,smehta6,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN11,IT,POS1462,2020-02-09,DEPUTY GENERAL MANAGER - IT,P1462,P1005,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1463,achatterjee4,Amit,Pandey,amit.pandey@xyzindustries.in,Female,OFFICER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR05,Kolkata Cluster,KOL,Kolkata,India,India,FN14,COMPLIANCE,POS1463,2010-02-09,OFFICER - COMPLIANCE,P1463,P1005,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1464,sgupta2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,OFFICER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN05,MARKETING & SALES,POS1464,2020-10-06,OFFICER - MARKETING & SALES,P1464,P1007,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1465,nsaxena6,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN06,STRATEGY,POS1465,2016-04-17,DEPUTY GENERAL MANAGER - STRATEGY,P1465,P1002,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1466,dpandey2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN17,CHAIRPERSONS OFFICE,POS1466,2023-01-19,DEPUTY GENERAL MANAGER - CHAIRPERSONS OFFICE,P1466,P1009,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1467,nchatterjee2,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN18,DIRECTORS OFFICE SUPPORT,POS1467,2013-05-02,DEPUTY GENERAL MANAGER - DIRECTORS OFFICE SUPPORT,P1467,P1005,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1468,rpillai,Amit,Pandey,amit.pandey@xyzindustries.in,Female,MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN17,CHAIRPERSONS OFFICE,POS1468,2018-11-25,MANAGER - CHAIRPERSONS OFFICE,P1468,P1005,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1469,sgupta3,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR OFFICER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN05,MARKETING & SALES,POS1469,2013-07-28,SENIOR OFFICER - MARKETING & SALES,P1469,P1002,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1470,dpandey3,Amit,Pandey,amit.pandey@xyzindustries.in,Male,ASSISTANT MANAGER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN16,AUDIT & ASSURANCE,POS1470,2011-05-30,ASSISTANT MANAGER - AUDIT & ASSURANCE,P1470,P1004,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1471,rpatel2,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR EXECUTIVE,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR05,Kolkata Cluster,KOL,Kolkata,India,India,FN15,DIRECTORS OFFICE,POS1471,2010-11-23,SENIOR EXECUTIVE - DIRECTORS OFFICE,P1471,P1010,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1472,ntrivedi2,Amit,Pandey,amit.pandey@xyzindustries.in,Female,OFFICER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN09,LIAISON,POS1472,2018-06-13,OFFICER - LIAISON,P1472,P1010,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1473,nchatterjee3,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR EXECUTIVE,XYZ,XYZ Industries,SOUTH,S01,South Region,SR04,Chennai Cluster,CHE,Chennai,India,India,FN08,LEGAL & SECRETARIAL,POS1473,2017-11-30,SENIOR EXECUTIVE - LEGAL & SECRETARIAL,P1473,P1005,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1474,piyer,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN05,MARKETING & SALES,POS1474,2013-09-18,SENIOR MANAGER - MARKETING & SALES,P1474,P1003,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1475,gshah,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN06,STRATEGY,POS1475,2023-07-03,MANAGER - STRATEGY,P1475,P1001,L2-LEVEL 2 (MGR TO DGM),Sunil Desai,sunil.desai@xyzindustries.in
1476,ksinha2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN16,AUDIT & ASSURANCE,POS1476,2014-09-23,SENIOR MANAGER - AUDIT & ASSURANCE,P1476,P1009,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1477,kbhat3,Amit,Pandey,amit.pandey@xyzindustries.in,Male,EXECUTIVE,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN05,MARKETING & SALES,POS1477,2013-01-08,EXECUTIVE - MARKETING & SALES,P1477,P1010,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1478,schatterjee2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN06,STRATEGY,POS1478,2023-06-11,MANAGER - STRATEGY,P1478,P1009,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1479,spandey4,Amit,Pandey,amit.pandey@xyzindustries.in,Male,GENERAL MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN16,AUDIT & ASSURANCE,POS1479,2013-10-29,GENERAL MANAGER - AUDIT & ASSURANCE,P1479,P1003,L3-LEVEL 3 (GM & AVP),Priya Nair,priya.nair@xyzindustries.in
1480,lmishra,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSOCIATE VICE PRESIDENT,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN17,CHAIRPERSONS OFFICE,POS1480,2013-10-05,ASSOCIATE VICE PRESIDENT - CHAIRPERSONS OFFICE,P1480,P1010,L3-LEVEL 3 (GM & AVP),Sunil Desai,sunil.desai@xyzindustries.in
1481,unair,Amit,Pandey,amit.pandey@xyzindustries.in,Female,EXECUTIVE,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN13,ADMINISTRATION,POS1481,2012-06-08,EXECUTIVE - ADMINISTRATION,P1481,P1000,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1482,grao,Amit,Pandey,amit.pandey@xyzindustries.in,Male,OFFICER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN04,HUMAN RESOURCES,POS1482,2020-09-03,OFFICER - HUMAN RESOURCES,P1482,P1009,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1483,ssinha3,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN05,MARKETING & SALES,POS1483,2019-09-05,MANAGER - MARKETING & SALES,P1483,P1008,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1484,nrao2,Amit,Pandey,amit.pandey@xyzindustries.in,Female,EXECUTIVE,XYZ,XYZ Industries,SOUTH,S01,South Region,SR04,Chennai Cluster,CHE,Chennai,India,India,FN16,AUDIT & ASSURANCE,POS1484,2017-11-11,EXECUTIVE - AUDIT & ASSURANCE,P1484,P1009,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1485,kmishra4,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR OFFICER,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN03,CUSTOMER CENTRICITY,POS1485,2023-06-03,SENIOR OFFICER - CUSTOMER CENTRICITY,P1485,P1008,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1486,mdas2,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN04,HUMAN RESOURCES,POS1486,2018-05-31,DEPUTY GENERAL MANAGER - HUMAN RESOURCES,P1486,P1010,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1487,asinha8,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR EXECUTIVE,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN05,MARKETING & SALES,POS1487,2023-02-17,SENIOR EXECUTIVE - MARKETING & SALES,P1487,P1004,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1488,smalhotra5,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSOCIATE VICE PRESIDENT,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN13,ADMINISTRATION,POS1488,2019-04-09,ASSOCIATE VICE PRESIDENT - ADMINISTRATION,P1488,P1008,L3-LEVEL 3 (GM & AVP),Raj Malhotra,raj.malhotra@xyzindustries.in
1489,djoshi2,Amit,Pandey,amit.pandey@xyzindustries.in,Female,EXECUTIVE,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN10,BUSINESS DEVELOPMENT,POS1489,2018-12-06,EXECUTIVE - BUSINESS DEVELOPMENT,P1489,P1002,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1490,dgupta,Amit,Pandey,amit.pandey@xyzindustries.in,Male,MANAGER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN17,CHAIRPERSONS OFFICE,POS1490,2017-08-04,MANAGER - CHAIRPERSONS OFFICE,P1490,P1008,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1491,ryadav5,Amit,Pandey,amit.pandey@xyzindustries.in,Male,OFFICER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN16,AUDIT & ASSURANCE,POS1491,2011-12-24,OFFICER - AUDIT & ASSURANCE,P1491,P1001,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1492,rjoshi3,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR OFFICER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN13,ADMINISTRATION,POS1492,2023-05-27,SENIOR OFFICER - ADMINISTRATION,P1492,P1000,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1493,kiyer,Amit,Pandey,amit.pandey@xyzindustries.in,Male,GENERAL MANAGER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN17,CHAIRPERSONS OFFICE,POS1493,2014-05-15,GENERAL MANAGER - CHAIRPERSONS OFFICE,P1493,P1000,L3-LEVEL 3 (GM & AVP),Sunil Desai,sunil.desai@xyzindustries.in
1494,mverma2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,EXECUTIVE,XYZ,XYZ Industries,SOUTH,S01,South Region,SR04,Chennai Cluster,CHE,Chennai,India,India,FN01,GENERAL MANAGEMENT,POS1494,2011-12-13,EXECUTIVE - GENERAL MANAGEMENT,P1494,P1004,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1495,nagarwal,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN17,CHAIRPERSONS OFFICE,POS1495,2011-07-17,DEPUTY GENERAL MANAGER - CHAIRPERSONS OFFICE,P1495,P1001,L2-LEVEL 2 (MGR TO DGM),Neha Iyer,neha.iyer@xyzindustries.in
1496,jbhat,Amit,Pandey,amit.pandey@xyzindustries.in,Female,SENIOR EXECUTIVE,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN09,LIAISON,POS1496,2023-08-08,SENIOR EXECUTIVE - LIAISON,P1496,P1003,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1497,uyadav,Amit,Pandey,amit.pandey@xyzindustries.in,Female,EXECUTIVE,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN14,COMPLIANCE,POS1497,2022-07-13,EXECUTIVE - COMPLIANCE,P1497,P1001,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1498,skulkarni9,Amit,Pandey,amit.pandey@xyzindustries.in,Female,OFFICER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN09,LIAISON,POS1498,2018-06-17,OFFICER - LIAISON,P1498,P1009,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1499,ngupta3,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN01,GENERAL MANAGEMENT,POS1499,2012-08-10,DEPUTY MANAGER - GENERAL MANAGEMENT,P1499,P1004,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1500,pshah,Amit,Pandey,amit.pandey@xyzindustries.in,Male,OFFICER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN14,COMPLIANCE,POS1500,2021-08-02,OFFICER - COMPLIANCE,P1500,P1008,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1501,abhat2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,EXECUTIVE,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN13,ADMINISTRATION,POS1501,2011-09-15,EXECUTIVE - ADMINISTRATION,P1501,P1008,L1-LEVEL 1 (OFF TO AM),Sunil Desai,sunil.desai@xyzindustries.in
1502,tsingh,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR03,Delhi NCR,DEL,Delhi,India,India,FN09,LIAISON,POS1502,2014-04-07,DEPUTY GENERAL MANAGER - LIAISON,P1502,P1007,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
1503,apandey3,Amit,Pandey,amit.pandey@xyzindustries.in,Male,GENERAL MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR05,Kolkata Cluster,KOL,Kolkata,India,India,FN07,DESIGN STRATEGY,POS1503,2023-11-16,GENERAL MANAGER - DESIGN STRATEGY,P1503,P1005,L3-LEVEL 3 (GM & AVP),Raj Malhotra,raj.malhotra@xyzindustries.in
1504,vkulkarni2,Amit,Pandey,amit.pandey@xyzindustries.in,Male,DEPUTY MANAGER,XYZ,XYZ Industries,SOUTH,S01,South Region,SR01,Bangalore Cluster,BLR,Bangalore,India,India,FN16,AUDIT & ASSURANCE,POS1504,2022-02-22,DEPUTY MANAGER - AUDIT & ASSURANCE,P1504,P1000,L1-LEVEL 1 (OFF TO AM),Neha Iyer,neha.iyer@xyzindustries.in
1505,nbose,Amit,Pandey,amit.pandey@xyzindustries.in,Female,DEPUTY GENERAL MANAGER,XYZ,XYZ Industries,NORTH,N01,North Region,SR06,Pune Cluster,PUN,Pune,India,India,FN09,LIAISON,POS1505,2014-02-07,DEPUTY GENERAL MANAGER - LIAISON,P1505,P1008,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1506,pgupta7,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSISTANT MANAGER,XYZ,XYZ Industries,HO,H01,Head Office,SR00,Corporate,MUM,Mumbai,India,India,FN14,COMPLIANCE,POS1506,2022-02-16,ASSISTANT MANAGER - COMPLIANCE,P1506,P1000,L1-LEVEL 1 (OFF TO AM),Priya Nair,priya.nair@xyzindustries.in
1507,prao6,Amit,Pandey,amit.pandey@xyzindustries.in,Female,ASSISTANT MANAGER,XYZ,XYZ Industries,WEST & EAST,W01,West & East Region,SR05,Kolkata Cluster,KOL,Kolkata,India,India,FN17,CHAIRPERSONS OFFICE,POS1507,2017-01-29,ASSISTANT MANAGER - CHAIRPERSONS OFFICE,P1507,P1000,L2-LEVEL 2 (MGR TO DGM),Priya Nair,priya.nair@xyzindustries.in
1508,sdas5,Amit,Pandey,amit.pandey@xyzindustries.in,Male,SENIOR EXECUTIVE,XYZ,XYZ Industries,MUMBAI,M01,Mumbai Region,SR02,Mumbai Metro,MUM,Mumbai,India,India,FN09,LIAISON,POS1508,2022-04-21,SENIOR EXECUTIVE - LIAISON,P1508,P1004,L1-LEVEL 1 (OFF TO AM),Raj Malhotra,raj.malhotra@xyzindustries.in
